,PRODUCT,Coal and coal products,Peat and peat products,Oil shale and oil sands,"Crude, NGL and feedstocks",Oil products,Natural gas,Nuclear,Hydro,Geothermal,Solar/wind/other,Biofuels and waste,Heat production from non-specified combustible fuels,Electricity,Heat,Total,Memo: Renewables,"Memo: Coal, peat and oil shale",Memo: Primary and secondary oil,"Memo: Geothermal, solar/wind/other, heat, electricity"
FLOW,TIME
"            Paper, pulp and printing",2001,1541,0,0,0,2915,875,0,0,0,0,2032,0,3961,0,11324,2026,1541,2915,3961
"            Paper, pulp and printing",2002,1529,0,0,0,2836,919,0,0,0,0,2237,0,3932,0,11453,2230,1529,2836,3932
"            Paper, pulp and printing",2003,1568,0,0,0,2706,937,0,0,0,0,2270,0,3857,0,11339,2261,1568,2706,3857
"            Paper, pulp and printing",2004,1643,0,0,0,2601,1013,0,0,0,0,2267,0,3886,0,11411,2252,1643,2601,3886
"            Paper, pulp and printing",2005,1587,0,0,0,2449,1103,0,0,0,0,2485,0,3862,0,11485,2443,1587,2449,3862
"            Paper, pulp and printing",2006,1585,0,0,0,2142,999,0,0,0,0,2610,0,3832,0,11170,2522,1585,2142,3832
"            Paper, pulp and printing",2007,1639,0,0,0,1882,844,0,0,0,0,2784,0,3873,0,11022,2703,1639,1882,3873
"            Paper, pulp and printing",2008,1611,0,0,0,1531,793,0,0,0,0,2567,0,3600,0,10102,2483,1611,1531,3600
"            Paper, pulp and printing",2009,1607,0,0,0,1255,724,0,0,0,0,2380,0,3413,0,9379,2290,1607,1255,3413
"            Paper, pulp and printing",2010,1607,0,0,0,1121,777,0,0,0,0,2666,0,3470,0,9641,2539,1607,1121,3470
"            Paper, pulp and printing",2011,1588,0,0,0,1200,820,0,0,0,0,2646,0,3257,0,9512,2416,1588,1200,3257
"            Paper, pulp and printing",2012,1626,0,0,0,1072,774,0,0,0,0,2480,0,3410,0,9362,2245,1626,1072,3410
"            Paper, pulp and printing",2013,1785,0,0,0,976,745,0,0,0,0,2628,0,3322,0,9456,2383,1785,976,3322
"            Paper, pulp and printing",2014,1756,0,0,0,871,722,0,0,0,0,2678,0,3249,0,9276,2424,1756,871,3249
"            Paper, pulp and printing",2015,1814,0,0,0,767,691,0,0,0,0,2638,0,3129,0,9038,2369,1814,767,3129
"            Paper, pulp and printing",2016,1682,0,0,0,810,685,0,0,0,0,2636,0,3118,0,8931,2368,1682,810,3118
"            Paper, pulp and printing",2017,1770,0,0,0,748,692,0,0,0,0,2679,0,3101,0,8991,2400,1770,748,3101
"            Paper, pulp and printing",2018,1733,0,0,0,768,739,0,0,0,0,2709,0,3114,0,9063,2429,1733,768,3114
"            Paper, pulp and printing",2019,1573,0,0,0,685,692,0,0,0,0,2599,0,2937,0,8486,2340,1573,685,2937
"            Paper, pulp and printing",2020,1431,0,0,0,667,658,0,0,0,0,2284,0,2697,0,7737,2005,1431,667,2697
"            Paper, pulp and printing",2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
            Wood and wood products,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Wood and wood products,1990,0,0,0,0,231,4,0,0,0,0,0,0,388,0,623,0,0,231,388
            Wood and wood products,1991,0,0,0,0,229,5,0,0,0,0,0,0,384,0,618,0,0,229,384
            Wood and wood products,1992,0,0,0,0,230,5,0,0,0,0,0,0,375,0,610,0,0,230,375
            Wood and wood products,1993,0,0,0,0,232,5,0,0,0,0,0,0,365,0,602,0,0,232,365
            Wood and wood products,1994,0,0,0,0,234,6,0,0,0,0,0,0,378,0,617,0,0,234,378
            Wood and wood products,1995,0,0,0,0,239,6,0,0,0,0,0,0,371,0,617,0,0,239,371
            Wood and wood products,1996,0,0,0,0,224,6,0,0,0,0,0,0,361,0,592,0,0,224,361
            Wood and wood products,1997,0,0,0,0,212,7,0,0,0,0,0,0,350,0,568,0,0,212,350
            Wood and wood products,1998,0,0,0,0,206,7,0,0,0,0,0,0,349,0,563,0,0,206,349
            Wood and wood products,1999,0,0,0,0,200,7,0,0,0,0,0,0,332,0,538,0,0,200,332
            Wood and wood products,2000,0,0,0,0,185,7,0,0,0,0,0,0,328,0,519,0,0,185,328
            Wood and wood products,2001,0,0,0,0,187,9,0,0,0,0,0,0,322,0,518,0,0,187,322
            Wood and wood products,2002,0,0,0,0,187,12,0,0,0,0,95,0,327,0,621,95,0,187,327
            Wood and wood products,2003,0,0,0,0,183,14,0,0,0,0,111,0,324,0,632,111,0,183,324
            Wood and wood products,2004,0,0,0,0,184,17,0,0,0,0,171,0,339,0,711,171,0,184,339
            Wood and wood products,2005,0,0,0,0,177,20,0,0,0,0,199,0,346,0,742,199,0,177,346
            Wood and wood products,2006,0,0,0,0,156,21,0,0,0,0,219,0,330,0,726,219,0,156,330
            Wood and wood products,2007,0,0,0,0,139,21,0,0,0,0,277,0,329,0,766,277,0,139,329
            Wood and wood products,2008,0,0,0,0,100,29,0,0,0,0,246,0,271,0,646,246,0,100,271
            Wood and wood products,2009,0,0,0,0,105,21,0,0,0,0,240,0,251,0,617,240,0,105,251
            Wood and wood products,2010,0,0,0,0,116,20,0,0,0,0,244,0,262,0,642,244,0,116,262
            Wood and wood products,2011,0,0,0,0,103,26,0,0,0,0,250,0,215,0,595,250,0,103,215
            Wood and wood products,2012,0,0,0,0,104,13,0,0,0,0,258,0,219,0,595,258,0,104,219
            Wood and wood products,2013,0,0,0,0,103,23,0,0,0,0,255,0,228,0,609,255,0,103,228
            Wood and wood products,2014,0,0,0,0,96,10,0,0,0,0,32,0,244,0,382,32,0,96,244
            Wood and wood products,2015,0,0,0,0,88,14,0,0,0,0,33,0,211,0,345,33,0,88,211
            Wood and wood products,2016,0,0,0,0,109,14,0,0,0,0,33,0,238,0,393,33,0,109,238
            Wood and wood products,2017,0,0,0,0,119,14,0,0,0,0,36,0,227,0,396,36,0,119,227
            Wood and wood products,2018,0,0,0,0,108,22,0,0,0,0,47,0,243,0,419,47,0,108,243
            Wood and wood products,2019,0,0,0,0,104,23,0,0,0,0,44,0,264,0,435,44,0,104,264
            Wood and wood products,2020,0,0,0,0,106,22,0,0,0,0,44,0,253,0,425,44,0,106,253
            Wood and wood products,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
            Textile and leather,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Textile and leather,1970,0,0,0,0,4084,0,0,0,0,0,0,0,0,0,4084,0,0,4084,0
            Textile and leather,1971,0,0,0,0,4590,0,0,0,0,0,0,0,557,0,5147,0,0,4590,557
            Textile and leather,1972,0,0,0,0,4727,0,0,0,0,0,0,0,595,0,5322,0,0,4727,595
            Textile and leather,1973,0,0,0,0,5111,0,0,0,0,0,0,0,613,0,5724,0,0,5111,613
            Textile and leather,1974,0,0,0,0,5161,0,0,0,0,0,0,0,513,0,5674,0,0,5161,513
            Textile and leather,1975,0,0,0,0,5217,0,0,0,0,0,0,0,553,0,5769,0,0,5217,553
            Textile and leather,1976,0,0,0,0,5305,0,0,0,0,0,0,0,583,0,5889,0,0,5305,583
            Textile and leather,1977,0,0,0,0,4922,0,0,0,0,0,0,0,559,0,5481,0,0,4922,559
            Textile and leather,1978,0,0,0,0,4795,0,0,0,0,0,0,0,571,0,5366,0,0,4795,571
            Textile and leather,1979,0,0,0,0,4373,0,0,0,0,0,0,0,582,0,4955,0,0,4373,582
            Textile and leather,1980,0,0,0,0,3448,0,0,0,0,0,0,0,552,0,4000,0,0,3448,552
            Textile and leather,1981,0,0,0,0,4410,0,0,0,0,0,0,0,541,0,4950,0,0,4410,541
            Textile and leather,1982,29,0,0,0,4449,29,0,0,0,0,19,0,881,0,5407,19,29,4449,881
            Textile and leather,1983,24,0,0,0,4145,30,0,0,0,0,33,0,898,0,5130,33,24,4145,898
            Textile and leather,1984,21,0,0,0,3094,37,0,0,0,0,37,0,911,0,4101,37,21,3094,911
            Textile and leather,1985,23,0,0,0,2894,42,0,0,0,0,37,0,917,0,3914,37,23,2894,917
            Textile and leather,1986,22,0,0,0,2897,48,0,0,0,0,45,0,899,0,3911,45,22,2897,899
            Textile and leather,1987,36,0,0,0,2843,52,0,0,0,0,41,0,944,0,3915,41,36,2843,944
            Textile and leather,1988,45,0,0,0,2993,55,0,0,0,0,43,0,966,0,4101,43,45,2993,966
            Textile and leather,1989,40,0,0,0,2895,61,0,0,0,0,43,0,990,0,4030,43,40,2895,990
            Textile and leather,1990,33,0,0,0,1524,196,0,0,0,0,0,0,1139,0,2892,0,33,1524,1139
            Textile and leather,1991,37,0,0,0,1462,210,0,0,0,0,0,0,1108,0,2816,0,37,1462,1108
            Textile and leather,1992,41,0,0,0,1438,216,0,0,0,0,0,0,1061,0,2756,0,41,1438,1061
            Textile and leather,1993,44,0,0,0,1300,229,0,0,0,0,0,0,1011,0,2584,0,44,1300,1011
            Textile and leather,1994,47,0,0,0,1337,248,0,0,0,0,0,0,1024,0,2656,0,47,1337,1024
            Textile and leather,1995,50,0,0,0,1324,260,0,0,0,0,0,0,984,0,2617,0,50,1324,984
            Textile and leather,1996,43,0,0,0,1212,237,0,0,0,0,0,0,940,0,2433,0,43,1212,940
            Textile and leather,1997,36,0,0,0,1315,251,0,0,0,0,0,0,893,0,2495,0,36,1315,893
            Textile and leather,1998,29,0,0,0,1341,256,0,0,0,0,0,0,872,0,2499,0,29,1341,872
            Textile and leather,1999,22,0,0,0,1275,247,0,0,0,0,0,0,808,0,2351,0,22,1275,808
            Textile and leather,2000,16,0,0,0,1092,234,0,0,0,0,0,0,778,0,2119,0,16,1092,778
            Textile and leather,2001,15,0,0,0,1111,233,0,0,0,0,0,0,736,0,2094,0,15,1111,736
            Textile and leather,2002,15,0,0,0,1126,242,0,0,0,0,0,0,720,0,2104,0,15,1126,720
            Textile and leather,2003,15,0,0,0,1065,244,0,0,0,0,0,0,688,0,2012,0,15,1065,688
            Textile and leather,2004,15,0,0,0,987,264,0,0,0,0,0,0,694,0,1960,0,15,987,694
            Textile and leather,2005,14,0,0,0,806,272,0,0,0,0,0,0,683,0,1774,0,14,806,683
            Textile and leather,2006,14,0,0,0,718,266,0,0,0,0,0,0,659,0,1656,0,14,718,659
            Textile and leather,2007,13,0,0,0,506,258,0,0,0,0,0,0,666,0,1444,0,13,506,666
            Textile and leather,2008,13,0,0,0,443,216,0,0,0,0,0,0,490,0,1161,0,13,443,490
            Textile and leather,2009,8,0,0,0,409,210,0,0,0,0,0,0,475,0,1102,0,8,409,475
            Textile and leather,2010,2,0,0,0,361,237,0,0,0,0,0,0,458,0,1059,0,2,361,458
            Textile and leather,2011,6,0,0,0,386,229,0,0,0,0,0,0,435,0,1056,0,6,386,435
            Textile and leather,2012,5,0,0,0,389,206,0,0,0,0,0,0,404,0,1005,0,5,389,404
            Textile and leather,2013,3,0,0,0,338,180,0,0,0,0,0,0,372,0,893,0,3,338,372
            Textile and leather,2014,5,0,0,0,310,195,0,0,0,0,3,0,374,0,887,3,5,310,374
            Textile and leather,2015,7,0,0,0,225,189,0,0,0,0,3,0,393,0,816,3,7,225,393
            Textile and leather,2016,3,0,0,0,216,224,0,0,0,0,3,0,339,0,784,3,3,216,339
            Textile and leather,2017,0,0,0,0,196,202,0,0,0,0,2,0,343,0,743,2,0,196,343
            Textile and leather,2018,0,0,0,0,226,223,0,0,0,0,11,0,333,0,793,11,0,226,333
            Textile and leather,2019,0,0,0,0,187,205,0,0,0,0,10,0,331,0,733,10,0,187,331
            Textile and leather,2020,0,0,0,0,194,195,0,0,0,0,10,0,317,0,717,10,0,194,317
            Textile and leather,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
         Industry not elsewhere specified,1960,12246,0,0,0,6398,74,0,0,0,0,0,0,5039,0,23756,0,12246,6398,5039
         Industry not elsewhere specified,1961,12059,0,0,0,8175,162,0,0,0,0,0,0,5727,0,26122,0,12059,8175,5727
         Industry not elsewhere specified,1962,9335,0,0,0,11566,149,0,0,0,0,0,0,5761,0,26811,0,9335,11566,5761
         Industry not elsewhere specified,1963,8823,0,0,0,14882,136,0,0,0,0,0,0,6578,0,30419,0,8823,14882,6578
         Industry not elsewhere specified,1964,7600,0,0,0,18084,206,0,0,0,0,0,0,7739,0,33629,0,7600,18084,7739
         Industry not elsewhere specified,1965,5344,0,0,0,20302,262,0,0,0,0,0,0,8263,0,34172,0,5344,20302,8263
         Industry not elsewhere specified,1966,4698,0,0,0,25423,221,0,0,0,0,0,0,9278,0,39621,0,4698,25423,9278
         Industry not elsewhere specified,1967,6261,0,0,0,30419,225,0,0,0,0,0,0,10516,0,47421,0,6261,30419,10516
         Industry not elsewhere specified,1968,5308,0,0,0,34939,243,0,0,0,0,0,0,11806,0,52295,0,5308,34939,11806
         Industry not elsewhere specified,1969,4324,0,0,0,40126,281,0,0,0,0,0,0,13396,0,58127,0,4324,40126,13396
         Industry not elsewhere specified,1970,3578,0,0,0,7682,358,0,0,0,0,0,0,11066,0,22683,0,3578,7682,11066
         Industry not elsewhere specified,1971,3057,0,0,0,7986,517,0,0,0,0,0,0,4949,0,16508,0,3057,7986,4949
         Industry not elsewhere specified,1972,2968,0,0,0,7842,497,0,0,0,0,0,0,5477,0,16783,0,2968,7842,5477
         Industry not elsewhere specified,1973,2376,0,0,0,10470,565,0,0,0,0,0,0,6266,0,19676,0,2376,10470,6266
         Industry not elsewhere specified,1974,2740,0,0,0,10013,654,0,0,0,0,0,0,6127,0,19534,0,2740,10013,6127
         Industry not elsewhere specified,1975,1741,0,0,0,9218,556,0,0,0,0,0,0,6314,0,17829,0,1741,9218,6314
         Industry not elsewhere specified,1976,1757,0,0,0,9842,661,0,0,0,0,0,0,6817,0,19077,0,1757,9842,6817
         Industry not elsewhere specified,1977,1648,0,0,0,9619,662,0,0,0,0,0,0,7307,0,19235,0,1648,9619,7307
         Industry not elsewhere specified,1978,1441,0,0,0,9149,677,0,0,0,0,0,0,8437,0,19704,0,1441,9149,8437
         Industry not elsewhere specified,1979,1136,0,0,0,9322,663,0,0,0,0,0,0,8859,0,19980,0,1136,9322,8859
         Industry not elsewhere specified,1980,1633,0,0,0,8421,743,0,0,0,0,0,0,8791,0,19588,0,1633,8421,8791
         Industry not elsewhere specified,1981,1638,0,0,0,9132,826,0,0,0,0,0,0,9087,0,20683,0,1638,9132,9087
         Industry not elsewhere specified,1982,845,0,0,0,9719,224,0,0,0,0,0,0,3475,0,14263,0,845,9719,3475
         Industry not elsewhere specified,1983,754,0,0,0,10818,207,0,0,0,0,0,0,3717,0,15496,0,754,10818,3717
         Industry not elsewhere specified,1984,813,0,0,0,12166,183,0,0,0,0,0,0,3927,0,17088,0,813,12166,3927
         Industry not elsewhere specified,1985,952,0,0,0,11976,102,0,0,0,0,0,0,4085,0,17115,0,952,11976,4085
         Industry not elsewhere specified,1986,931,0,0,0,11770,59,0,0,0,0,0,0,4112,0,16872,0,931,11770,4112
         Industry not elsewhere specified,1987,835,0,0,0,12265,64,0,0,0,0,0,0,4410,0,17574,0,835,12265,4410
         Industry not elsewhere specified,1988,823,0,0,0,10667,46,0,0,0,0,0,0,4650,0,16186,0,823,10667,4650
         Industry not elsewhere specified,1989,761,0,0,0,10792,39,0,0,0,0,0,0,4880,0,16471,0,761,10792,4880
         Industry not elsewhere specified,1990,11,0,0,0,794,206,0,0,0,0,0,0,2359,0,3369,0,11,794,2359
         Industry not elsewhere specified,1991,11,0,0,0,787,217,0,0,0,0,0,0,2290,0,3306,0,11,787,2290
         Industry not elsewhere specified,1992,12,0,0,0,793,221,0,0,0,0,0,0,2191,0,3217,0,12,793,2191
         Industry not elsewhere specified,1993,12,0,0,0,772,232,0,0,0,0,0,0,2084,0,3100,0,12,772,2084
         Industry not elsewhere specified,1994,12,0,0,0,779,247,0,0,0,0,0,0,2106,0,3145,0,12,779,2106
         Industry not elsewhere specified,1995,12,0,0,0,807,257,0,0,0,0,0,0,2020,0,3095,0,12,807,2020
         Industry not elsewhere specified,1996,12,0,0,0,787,266,0,0,0,0,0,0,2095,0,3160,0,12,787,2095
         Industry not elsewhere specified,1997,11,0,0,0,844,318,0,0,0,0,0,0,2166,0,3339,0,11,844,2166
         Industry not elsewhere specified,1998,10,0,0,0,904,367,0,0,0,0,0,0,2311,0,3592,0,10,904,2311
         Industry not elsewhere specified,1999,9,0,0,0,935,397,0,0,0,0,0,0,2345,0,3686,0,9,935,2345
         Industry not elsewhere specified,2000,9,0,0,0,893,423,0,0,0,0,0,0,2480,0,3805,0,9,893,2480
         Industry not elsewhere specified,2001,10,0,0,0,919,438,0,0,1,0,0,0,2380,0,3749,1,10,919,2381
         Industry not elsewhere specified,2002,11,0,0,0,936,469,0,0,1,0,0,0,2365,0,3781,1,11,936,2366
         Industry not elsewhere specified,2003,12,0,0,0,896,489,0,0,1,0,0,0,2292,0,3689,1,12,896,2293
         Industry not elsewhere specified,2004,13,0,0,0,864,543,0,0,1,0,0,0,2348,0,3769,1,13,864,2349
         Industry not elsewhere specified,2005,14,0,0,0,778,577,0,0,1,0,0,0,2345,0,3715,1,14,778,2346
         Industry not elsewhere specified,2006,13,0,0,0,694,497,0,0,1,0,0,0,2276,0,3481,1,13,694,2277
         Industry not elsewhere specified,2007,14,0,0,0,602,410,0,0,1,0,0,0,2333,0,3360,1,14,602,2334
         Industry not elsewhere specified,2008,16,0,0,0,599,435,0,0,1,0,0,0,1950,0,3001,1,16,599,1951
         Industry not elsewhere specified,2009,12,0,0,0,591,405,0,0,1,0,0,0,2014,0,3022,1,12,591,2014
         Industry not elsewhere specified,2010,30,0,0,0,456,417,0,0,1,0,0,0,2013,0,2916,1,30,456,2013
         Industry not elsewhere specified,2011,0,0,0,0,543,494,0,0,1,0,0,0,1949,0,2986,1,0,543,1949
         Industry not elsewhere specified,2012,10,0,0,0,477,481,0,0,1,0,0,0,1861,0,2829,1,10,477,1862
         Industry not elsewhere specified,2013,12,0,0,0,490,458,0,0,1,0,0,0,1927,0,2887,1,12,490,1927
         Industry not elsewhere specified,2014,12,0,0,0,436,486,0,0,1,0,0,0,2042,0,2977,1,12,436,2043
         Industry not elsewhere specified,2015,11,0,0,0,344,521,0,0,1,0,0,0,1901,0,2777,1,11,344,1901
         Industry not elsewhere specified,2016,0,0,0,0,346,503,0,0,1,0,0,0,1868,0,2718,1,0,346,1868
         Industry not elsewhere specified,2017,13,0,0,0,316,431,0,0,1,0,0,0,1911,0,2672,1,13,316,1912
         Industry not elsewhere specified,2018,0,0,0,0,340,448,0,0,1,0,0,0,1830,0,2618,1,0,340,1831
         Industry not elsewhere specified,2019,7,0,0,0,321,517,0,0,1,0,0,0,1900,0,2747,1,7,321,1901
         Industry not elsewhere specified,2020,7,0,0,0,333,493,0,0,1,0,0,0,1824,0,2657,1,7,333,1825
         Industry not elsewhere specified,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
      Transport,1960,3823,0,0,0,7487,0,0,0,0,0,0,0,430,0,11739,0,3823,7487,430
      Transport,1961,3742,0,0,0,8629,0,0,0,0,0,0,0,464,0,12836,0,3742,8629,464
      Transport,1962,3537,0,0,0,10234,0,0,0,0,0,0,0,499,0,14270,0,3537,10234,499
      Transport,1963,3322,0,0,0,11868,0,0,0,0,0,0,0,550,0,15741,0,3322,11868,550
      Transport,1964,3247,0,0,0,13987,0,0,0,0,0,0,0,610,0,17844,0,3247,13987,610
      Transport,1965,2902,0,0,0,15175,0,0,0,0,0,0,0,671,0,18748,0,2902,15175,671
      Transport,1966,2557,0,0,0,17312,0,0,0,0,0,0,0,731,0,20600,0,2557,17312,731
      Transport,1967,2288,0,0,0,20404,0,0,0,0,0,0,0,774,0,23466,0,2288,20404,774
      Transport,1968,1944,0,0,0,23625,0,0,0,0,0,0,0,834,0,26403,0,1944,23625,834
      Transport,1969,1669,0,0,0,27207,0,0,0,0,0,0,0,911,0,29787,0,1669,27207,911
      Transport,1970,1330,0,0,0,30536,0,0,0,0,0,0,0,972,0,32837,0,1330,30536,972
      Transport,1971,605,0,0,0,33916,0,0,0,0,0,0,0,997,0,35518,0,605,33916,997
      Transport,1972,528,0,0,0,35514,0,0,0,0,0,0,0,1075,0,37117,0,528,35514,1075
      Transport,1973,200,0,0,0,39414,0,0,0,0,0,0,0,1138,0,40752,0,200,39414,1138
      Transport,1974,162,0,0,0,40040,0,0,0,0,0,0,0,1157,0,41358,0,162,40040,1157
      Transport,1975,28,0,0,0,42005,0,0,0,0,0,0,0,1197,0,43230,0,28,42005,1197
      Transport,1976,7,0,0,0,44240,0,0,0,0,0,0,0,1254,0,45501,0,7,44240,1254
      Transport,1977,0,0,0,0,46337,0,0,0,0,0,0,0,1269,0,47606,0,0,46337,1269
      Transport,1978,0,0,0,0,49532,0,0,0,0,0,0,0,1286,0,50819,0,0,49532,1286
      Transport,1979,0,0,0,0,52049,0,0,0,0,0,0,0,1316,0,53364,0,0,52049,1316
      Transport,1980,0,0,0,0,52666,0,0,0,0,0,0,0,1309,0,53976,0,0,52666,1309
      Transport,1981,0,0,0,0,51570,0,0,0,0,0,0,0,1327,0,52897,0,0,51570,1327
      Transport,1982,0,0,0,0,49848,0,0,0,0,0,0,0,1346,0,51194,0,0,49848,1346
      Transport,1983,0,0,0,0,51301,0,0,0,0,0,0,0,1376,0,52677,0,0,51301,1376
      Transport,1984,0,0,0,0,52850,0,0,0,0,0,0,0,1363,0,54213,0,0,52850,1363
      Transport,1985,0,0,0,0,53468,0,0,0,0,0,0,0,1402,0,54869,0,0,53468,1402
      Transport,1986,0,0,0,0,55313,0,0,0,0,0,0,0,1423,0,56735,0,0,55313,1423
      Transport,1987,0,0,0,0,57276,0,0,0,0,0,0,0,1466,0,58742,0,0,57276,1466
      Transport,1988,0,0,0,0,60247,0,0,0,0,0,0,0,1551,0,61798,0,0,60247,1551
      Transport,1989,0,0,0,0,64516,0,0,0,0,0,0,0,1629,0,66145,0,0,64516,1629
      Transport,1990,1,0,0,0,70838,0,0,0,0,0,0,0,1445,0,72285,0,1,70838,1445
      Transport,1991,1,0,0,0,74259,0,0,0,0,0,0,0,1532,0,75791,0,1,74259,1532
      Transport,1992,1,0,0,0,75824,0,0,0,0,0,0,0,1529,0,77354,0,1,75824,1529
      Transport,1993,1,0,0,0,77525,1,0,0,0,0,0,0,1561,0,79087,0,1,77525,1561
      Transport,1994,1,0,0,0,81543,2,0,0,0,0,0,0,1579,0,83124,0,1,81543,1579
      Transport,1995,1,0,0,0,84264,3,0,0,0,0,0,0,1613,0,85880,0,1,84264,1613
      Transport,1996,1,0,0,0,86193,5,0,0,0,0,0,0,1608,0,87807,0,1,86193,1608
      Transport,1997,1,0,0,0,86971,7,0,0,0,0,0,0,1610,0,88589,0,1,86971,1610
      Transport,1998,1,0,0,0,86782,12,0,0,0,0,0,0,1609,0,88403,0,1,86782,1609
      Transport,1999,1,0,0,0,87599,17,0,0,0,0,0,0,1608,0,89226,0,1,87599,1608
      Transport,2000,1,0,0,0,87511,25,0,0,0,0,0,0,1597,0,89134,0,1,87511,1597
      Transport,2001,1,0,0,0,88227,38,0,0,0,0,0,0,1585,0,89851,0,1,88227,1585
      Transport,2002,1,0,0,0,86779,53,0,0,0,0,0,0,1591,0,88423,0,1,86779,1591
      Transport,2003,1,0,0,0,86070,67,0,0,0,0,0,0,1573,0,87711,0,1,86070,1573
      Transport,2004,1,0,0,0,86083,73,0,0,0,0,0,0,1599,0,87755,0,1,86083,1599
      Transport,2005,1,0,0,0,85171,85,0,0,0,0,0,0,1625,0,86882,0,1,85171,1625
      Transport,2006,1,0,0,0,83870,94,0,0,0,0,3,0,1599,0,85567,3,1,83870,1599
      Transport,2007,1,0,0,0,81455,100,0,0,0,0,5,0,1610,0,83171,5,1,81455,1610
      Transport,2008,1,0,0,0,78429,106,0,0,0,0,5,0,1601,0,80142,5,1,78429,1601
      Transport,2009,1,0,0,0,76441,103,0,0,0,0,14,0,1554,0,78113,14,1,76441,1554
      Transport,2010,1,0,0,0,76771,100,0,0,0,0,198,0,1569,0,78639,198,1,76771,1569
